"firstname","lastname","birthyear","zipcode","id.a","id.b"
"Emma","Williams",1997,18804,435,435
"Emma","Williams",1998,11687,1481,1481
"Emma","Williams",1998,12094,6117,6117
"Emma","Williams",1998,12801,7487,7487
"James","Brown",1970,15762,2152,2152
"James","Brown",1970,19731,9296,9296
"James","Brown",1971,14156,1195,1195
"James","Brown",1973,14147,1005,1005
"James","Brown",1975,11815,7557,7557
"James","Brown",1975,12762,8730,8730
"James","Brown",1975,13628,2864,2864
"James","Brown",1975,14229,9182,9182
"James","Brown",1977,16967,1573,1573
"James","Brown",1977,18551,3119,3119
"James","Brown",1977,19190,1364,1364
"James","Brown",1978,10635,8358,8358
"James","Brown",1978,18956,8479,8479
"James","Brown",1980,11355,8856,8856
"James","Brown",1981,15866,8049,8049
"James","Brown",1982,10610,4916,4916
"James","Brown",1982,11684,5370,5370
"James","Brown",1983,14675,1022,1022
"James","Brown",1983,15279,4625,4625
"James","Brown",1983,17084,6063,6063
"James","Brown",1983,18424,2451,2451
"James","Brown",1985,13446,2826,2826
"James","Brown",1985,16035,6142,6142
"James","Brown",1985,19930,6860,6860
"James","Brown",1986,10036,6317,6317
"James","Brown",1986,19296,855,855
"James","Brown",1987,10803,4693,4693
"James","Brown",1987,13007,3421,3421
"James","Brown",1987,13579,1824,1824
"James","Brown",1987,15137,3900,3900
"James","Brown",1987,18652,904,904
"James","Brown",1988,14638,199,199
"James","Brown",1989,13840,8040,8040
"James","Brown",1989,13894,3477,3477
"James","Brown",1990,11376,2913,2913
"James","Brown",1990,15770,903,903
"James","Brown",1990,16170,800,800
"James","Brown",1990,16688,8838,8838
"James","Brown",1991,10871,9243,9243
"James","Brown",1991,11884,480,480
"James","Brown",1991,13881,4094,4094
"James","Brown",1991,15619,9683,9683
"James","Brown",1992,10455,1053,1053
"James","Brown",1992,10740,5413,5413
"James","Brown",1992,18492,4663,4663
"James","Brown",1992,18861,3795,3795
"James","Brown",1993,18675,2738,2738
"James","Brown",1994,11389,8137,8137
"James","Brown",1994,12931,6188,6188
"James","Brown",1994,15698,9313,9313
"James","Brown",1994,19086,9238,9238
"James","Brown",1995,11274,3716,3716
"James","Brown",1995,13583,9791,9791
"James","Brown",1995,13769,2989,2989
"James","Brown",1995,17858,8988,8988
"James","Brown",1996,10949,6219,6219
"James","Brown",1996,18695,2348,2348
"James","Brown",1997,15600,1678,1678
"James","Brown",1998,11202,3867,3867
"James","Brown",1998,17902,7159,7159
"James","Brown",1999,18755,801,801
"James","Davis",1971,12716,9897,9897
"James","Davis",1971,17122,4873,4873
"James","Davis",1972,14777,4776,4776
"James","Davis",1973,10055,1741,1741
"James","Davis",1973,10803,6408,6408
"James","Davis",1975,14404,1217,1217
"James","Davis",1976,17077,5837,5837
"James","Davis",1976,17786,1250,1250
"James","Davis",1978,15237,3805,3805
"James","Davis",1979,11586,1781,1781
"James","Davis",1979,13511,5701,5701
"James","Davis",1979,14116,1032,1032
"James","Davis",1980,15451,14,14
"James","Davis",1980,16525,814,814
"James","Davis",1980,17629,9410,9410
"James","Davis",1982,10133,2980,2980
"James","Davis",1982,14885,9958,9958
"James","Davis",1983,10400,8945,8945
"James","Davis",1984,18365,3715,3715
"James","Davis",1985,12215,869,869
"James","Davis",1985,18941,6741,6741
"James","Davis",1987,11173,7371,7371
"James","Davis",1990,12208,7235,7235
"James","Davis",1990,19024,3343,3343
"James","Davis",1991,17161,9750,9750
"James","Davis",1992,19329,6993,6993
"James","Davis",1992,19407,2704,2704
"James","Davis",1992,19929,2953,2953
"James","Davis",1993,10980,2744,2744
"James","Davis",1994,19607,280,280
"James","Davis",1995,10767,5833,5833
"James","Davis",1996,14833,5457,5457
"James","Davis",1996,17827,8142,8142
"James","Davis",1996,18110,2487,2487
"James","Davis",1997,15865,13,13
"James","Davis",1997,16813,8009,8009
"James","Davis",1998,16698,9097,9097
"James","Davis",2000,14265,2404,2404
"James","Davis",2000,19694,2238,2238
"James","Garcia",1970,15276,2396,2396
"James","Garcia",1970,18679,6480,6480
"James","Garcia",1973,13407,2037,2037
"James","Garcia",1974,12510,3129,3129
"James","Garcia",1974,19982,4735,4735
"James","Garcia",1975,14642,615,615
"James","Garcia",1977,15391,4759,4759
"James","Garcia",1977,19991,1666,1666
"James","Garcia",1978,11504,9549,9549
"James","Garcia",1978,17423,6927,6927
"James","Garcia",1978,18963,5208,5208
"James","Garcia",1979,10646,1975,1975
"James","Garcia",1979,16117,7120,7120
"James","Garcia",1980,11886,3739,3739
"James","Garcia",1982,14831,5150,5150
"James","Garcia",1982,15621,1885,1885
"James","Garcia",1983,12490,2829,2829
"James","Garcia",1984,11622,7473,7473
"James","Garcia",1987,13157,6600,6600
"James","Garcia",1987,14582,6514,6514
"James","Garcia",1988,12679,7558,7558
"James","Garcia",1989,14497,2667,2667
"James","Garcia",1989,19763,6265,6265
"James","Garcia",1990,11900,4701,4701
"James","Garcia",1990,19643,7190,7190
"James","Garcia",1992,12461,8891,8891
"James","Garcia",1992,13880,8290,8290
"James","Garcia",1993,18509,3442,3442
"James","Garcia",1994,10045,2952,2952
"James","Garcia",1994,13835,3167,3167
"James","Garcia",1994,14544,7971,7971
"James","Garcia",1994,16275,3931,3931
"James","Garcia",1995,15277,8807,8807
"James","Garcia",1996,16953,1715,1715
"James","Garcia",1997,13926,8965,8965
"James","Garcia",1997,13954,7737,7737
"James","Garcia",1997,15872,1521,1521
"James","Garcia",1998,14203,1799,1799
"James","Garcia",1998,16846,1594,1594
"James","Garcia",1998,17062,8080,8080
"James","Garcia",1998,17780,6791,6791
"James","Garcia",1999,18724,7548,7548
"James","Garcia",2000,12797,1941,1941
"James","Garcia",2000,14047,2243,2243
"James","Johnson",1972,11531,7719,7719
"James","Johnson",1972,17565,623,623
"James","Johnson",1973,11849,8256,8256
"James","Johnson",1973,11992,2496,2496
"James","Johnson",1973,13124,7969,7969
"James","Johnson",1973,15676,9462,9462
"James","Johnson",1973,16865,2823,2823
"James","Johnson",1974,10212,2138,2138
"James","Johnson",1975,13573,8104,8104
"James","Johnson",1976,11268,4362,4362
"James","Johnson",1977,19351,4322,4322
"James","Johnson",1978,10847,1531,1531
"James","Johnson",1979,10930,7355,7355
"James","Johnson",1979,11625,4314,4314
"James","Johnson",1979,12344,6042,6042
"James","Johnson",1979,15220,9627,9627
"James","Johnson",1980,10222,7288,7288
"James","Johnson",1981,10236,6179,6179
"James","Johnson",1981,12340,9159,9159
"James","Johnson",1982,10380,8728,8728
"James","Johnson",1982,10560,1002,1002
"James","Johnson",1982,14032,6901,6901
"James","Johnson",1982,16099,7646,7646
"James","Johnson",1983,14150,7738,7738
"James","Johnson",1983,15301,7441,7441
"James","Johnson",1983,16983,8075,8075
"James","Johnson",1983,17596,275,275
"James","Johnson",1984,10912,734,734
"James","Johnson",1984,17475,4111,4111
"James","Johnson",1985,18904,177,177
"James","Johnson",1985,19755,15,15
"James","Johnson",1986,15230,1363,1363
"James","Johnson",1987,11200,158,158
"James","Johnson",1987,11533,9,9
"James","Johnson",1987,11801,3928,3928
"James","Johnson",1987,18083,7892,7892
"James","Johnson",1988,11341,5314,5314
"James","Johnson",1988,14266,7654,7654
"James","Johnson",1988,16331,5541,5541
"James","Johnson",1989,14028,7682,7682
"James","Johnson",1990,10295,43,43
"James","Johnson",1990,18260,6048,6048
"James","Johnson",1991,11263,7858,7858
"James","Johnson",1992,12407,8461,8461
"James","Johnson",1993,14683,9526,9526
"James","Johnson",1993,15311,9482,9482
"James","Johnson",1993,16935,3551,3551
"James","Johnson",1993,17849,9675,9675
"James","Johnson",1994,19506,6010,6010
"James","Johnson",1995,11348,3092,3092
"James","Johnson",1995,15179,72,72
"James","Johnson",1995,16196,9059,9059
"James","Johnson",1996,17017,4124,4124
"James","Johnson",1997,13132,7967,7967
"James","Johnson",1997,14228,5172,5172
"James","Johnson",1998,13422,6195,6195
"James","Johnson",1998,13666,7958,7958
"James","Johnson",1998,19872,4553,4553
"James","Johnson",1999,13378,1652,1652
"James","Johnson",1999,19334,4619,4619
"James","Jones",1970,10774,9762,9762
"James","Jones",1970,12405,3110,3110
"James","Jones",1970,17893,8696,8696
"James","Jones",1971,10155,5260,5260
"James","Jones",1971,11583,9088,9088
"James","Jones",1971,15378,7052,7052
"James","Jones",1973,19787,9400,9400
"James","Jones",1974,15069,5014,5014
"James","Jones",1975,15075,4432,4432
"James","Jones",1975,15656,5764,5764
"James","Jones",1976,18992,5312,5312
"James","Jones",1977,12054,6164,6164
"James","Jones",1977,13837,5351,5351
"James","Jones",1977,15953,395,395
"James","Jones",1977,17893,4800,4800
"James","Jones",1977,17954,4788,4788
"James","Jones",1977,18796,9217,9217
"James","Jones",1978,10125,4591,4591
"James","Jones",1978,14079,1708,1708
"James","Jones",1979,18699,9841,9841
"James","Jones",1980,12600,7583,7583
"James","Jones",1980,13256,7905,7905
"James","Jones",1981,11256,5268,5268
"James","Jones",1981,11557,9642,9642
"James","Jones",1981,18622,9792,9792
"James","Jones",1982,16215,818,818
"James","Jones",1982,18307,1840,1840
"James","Jones",1983,17227,8451,8451
"James","Jones",1984,12530,5410,5410
"James","Jones",1984,14740,3163,3163
"James","Jones",1984,15831,9733,9733
"James","Jones",1985,14716,9270,9270
"James","Jones",1987,19707,7874,7874
"James","Jones",1988,10067,6080,6080
"James","Jones",1988,16289,9745,9745
"James","Jones",1989,12701,5053,5053
"James","Jones",1990,13128,9201,9201
"James","Jones",1990,13671,8062,8062
"James","Jones",1990,17555,778,778
"James","Jones",1991,16371,6654,6654
"James","Jones",1991,17541,5028,5028
"James","Jones",1991,19966,4660,4660
"James","Jones",1994,13141,9749,9749
"James","Jones",1994,18101,4069,4069
"James","Jones",1995,11087,819,819
"James","Jones",1995,11210,7005,7005
"James","Jones",1995,13546,37,37
"James","Jones",1997,10107,3875,3875
"James","Jones",1997,10799,3794,3794
"James","Jones",1997,12247,3506,3506
"James","Jones",1997,15566,1925,1925
"James","Jones",1998,16576,5917,5917
"James","Jones",1998,19725,5866,5866
"James","Jones",1999,11228,5035,5035
"James","Jones",1999,16488,6949,6949
"James","Martinez",1970,12976,4360,4360
"James","Martinez",1971,13890,6608,6608
"James","Martinez",1971,18398,2416,2416
"James","Martinez",1976,14345,5761,5761
"James","Martinez",1977,12125,225,225
"James","Martinez",1977,15931,8319,8319
"James","Martinez",1978,19550,4195,4195
"James","Martinez",1979,10978,1316,1316
"James","Martinez",1981,17753,4959,4959
"James","Martinez",1982,16044,7362,7362
"James","Martinez",1985,16938,572,572
"James","Martinez",1985,19753,8987,8987
"James","Martinez",1987,12554,4333,4333
"James","Martinez",1987,13525,8627,8627
"James","Martinez",1987,16828,9506,9506
"James","Martinez",1987,18024,4228,4228
"James","Martinez",1988,17657,8935,8935
"James","Martinez",1991,12282,549,549
"James","Martinez",1991,13689,1574,1574
"James","Martinez",1992,10093,4172,4172
"James","Martinez",1992,17214,4174,4174
"James","Martinez",1993,14335,4276,4276
"James","Martinez",1994,15846,1156,1156
"James","Martinez",1995,12116,8705,8705
"James","Martinez",1995,12487,1052,1052
"James","Martinez",1995,19356,245,245
"James","Martinez",1996,12677,4233,4233
"James","Martinez",1996,13280,1350,1350
"James","Martinez",1997,15600,1905,1905
"James","Martinez",1997,17534,857,857
"James","Martinez",1998,12485,9744,9744
"James","Martinez",1998,12743,9550,9550
"James","Martinez",1998,12993,2472,2472
"James","Martinez",1998,15268,9156,9156
"James","Martinez",1998,19693,6347,6347
"James","Miller",1971,17657,7917,7917
"James","Miller",1971,18153,1589,1589
"James","Miller",1972,14978,3206,3206
"James","Miller",1972,16699,3253,3253
"James","Miller",1973,11363,4065,4065
"James","Miller",1973,12620,4183,4183
"James","Miller",1975,18653,6801,6801
"James","Miller",1976,15340,9265,9265
"James","Miller",1976,15541,5007,5007
"James","Miller",1977,10123,3763,3763
"James","Miller",1978,14575,6853,6853
"James","Miller",1979,13314,7984,7984
"James","Miller",1979,18775,1064,1064
"James","Miller",1981,15620,343,343
"James","Miller",1981,16436,1834,1834
"James","Miller",1981,16652,4642,4642
"James","Miller",1981,19447,9086,9086
"James","Miller",1982,14416,7439,7439
"James","Miller",1982,15978,2552,2552
"James","Miller",1983,16456,8518,8518
"James","Miller",1984,14339,1754,1754
"James","Miller",1985,12467,7985,7985
"James","Miller",1985,16106,3228,3228
"James","Miller",1985,17430,8909,8909
"James","Miller",1986,14356,3376,3376
"James","Miller",1986,17384,2565,2565
"James","Miller",1987,13212,4073,4073
"James","Miller",1987,15776,589,589
"James","Miller",1987,18995,7795,7795
"James","Miller",1988,18303,8899,8899
"James","Miller",1989,13697,8794,8794
"James","Miller",1990,11469,9812,9812
"James","Miller",1991,10678,9218,9218
"James","Miller",1991,10789,2847,2847
"James","Miller",1991,16500,5153,5153
"James","Miller",1992,15579,3244,3244
"James","Miller",1994,11311,7326,7326
"James","Miller",1994,17159,9989,9989
"James","Miller",1994,19953,7245,7245
"James","Miller",1995,17203,3460,3460
"James","Miller",1995,18999,1775,1775
"James","Miller",1996,14406,2134,2134
"James","Miller",1996,16485,9597,9597
"James","Miller",1997,14684,5177,5177
"James","Miller",1998,10887,5030,5030
"James","Miller",1998,12204,5620,5620
"James","Miller",1999,11392,6387,6387
"James","Miller",1999,11960,3595,3595
"James","Miller",2000,13228,2077,2077
"James","Miller",2000,13864,3786,3786
"James","Rodriguez",1970,17312,7372,7372
"James","Rodriguez",1971,16331,4452,4452
"James","Rodriguez",1973,10657,2284,2284
"James","Rodriguez",1973,11631,334,334
"James","Rodriguez",1973,13445,3747,3747
"James","Rodriguez",1973,13780,2677,2677
"James","Rodriguez",1975,10399,1027,1027
"James","Rodriguez",1975,14203,716,716
"James","Rodriguez",1975,15981,1470,1470
"James","Rodriguez",1976,10653,6361,6361
"James","Rodriguez",1976,12650,5071,5071
"James","Rodriguez",1976,17911,1515,1515
"James","Rodriguez",1977,13715,4287,4287
"James","Rodriguez",1977,13810,9768,9768
"James","Rodriguez",1978,17729,510,510
"James","Rodriguez",1979,10524,9495,9495
"James","Rodriguez",1979,14450,8574,8574
"James","Rodriguez",1979,16922,5617,5617
"James","Rodriguez",1979,18597,6623,6623
"James","Rodriguez",1980,13260,7782,7782
"James","Rodriguez",1980,19605,5339,5339
"James","Rodriguez",1982,16311,7880,7880
"James","Rodriguez",1982,16673,68,68
"James","Rodriguez",1983,11869,8258,8258
"James","Rodriguez",1983,17713,626,626
"James","Rodriguez",1985,11606,5101,5101
"James","Rodriguez",1986,11184,7891,7891
"James","Rodriguez",1987,10461,6043,6043
"James","Rodriguez",1987,12892,7564,7564
"James","Rodriguez",1987,15743,6544,6544
"James","Rodriguez",1988,10402,8186,8186
"James","Rodriguez",1989,15296,3131,3131
"James","Rodriguez",1990,10113,4198,4198
"James","Rodriguez",1992,15433,3598,3598
"James","Rodriguez",1993,13917,6386,6386
"James","Rodriguez",1993,16327,5856,5856
"James","Rodriguez",1994,11412,1472,1472
"James","Rodriguez",1994,11537,7302,7302
"James","Rodriguez",1994,15987,8759,8759
"James","Rodriguez",1994,16553,3410,3410
"James","Rodriguez",1995,10966,1945,1945
"James","Rodriguez",1995,17345,9564,9564
"James","Rodriguez",1997,11268,9233,9233
"James","Rodriguez",1997,17876,3629,3629
"James","Rodriguez",1997,18979,9613,9613
"James","Rodriguez",1998,12494,3933,3933
"James","Rodriguez",1998,13295,2700,2700
"James","Rodriguez",1998,13889,4995,4995
"James","Rodriguez",2000,11047,5139,5139
"James","Rodriguez",2000,12359,4429,4429
"James","Smith",1970,13296,9498,9498
"James","Smith",1970,15841,7386,7386
"James","Smith",1971,11810,1474,1474
"James","Smith",1971,11921,7809,7809
"James","Smith",1971,13300,6509,6509
"James","Smith",1971,17686,9991,9991
"James","Smith",1973,11074,1263,1263
"James","Smith",1973,18462,3645,3645
"James","Smith",1975,17768,7437,7437
"James","Smith",1976,13943,6077,6077
"James","Smith",1976,15556,8182,8182
"James","Smith",1978,15820,935,935
"James","Smith",1978,16135,883,883
"James","Smith",1979,13359,168,168
"James","Smith",1980,14969,1624,1624
"James","Smith",1981,17006,1653,1653
"James","Smith",1981,18457,5813,5813
"James","Smith",1981,18579,259,259
"James","Smith",1984,14283,6883,6883
"James","Smith",1985,11659,4175,4175
"James","Smith",1987,10338,364,364
"James","Smith",1987,12233,47,47
"James","Smith",1987,16497,7699,7699
"James","Smith",1988,11417,5013,5013
"James","Smith",1988,12984,1323,1323
"James","Smith",1989,10054,5772,5772
"James","Smith",1990,19482,2671,2671
"James","Smith",1991,10900,8918,8918
"James","Smith",1991,15963,5643,5643
"James","Smith",1992,10262,7618,7618
"James","Smith",1992,13590,2196,2196
"James","Smith",1992,16367,4676,4676
"James","Smith",1993,10915,5535,5535
"James","Smith",1993,11052,381,381
"James","Smith",1993,12584,782,782
"James","Smith",1993,14265,9617,9617
"James","Smith",1993,15108,8160,8160
"James","Smith",1993,17107,6242,6242
"James","Smith",1993,17699,9917,9917
"James","Smith",1994,10718,2586,2586
"James","Smith",1994,14958,4594,4594
"James","Smith",1994,15973,7514,7514
"James","Smith",1994,16060,9861,9861
"James","Smith",1995,18344,8542,8542
"James","Smith",1996,19400,490,490
"James","Smith",2000,17405,7997,7997
"James","Smith",2000,17953,9685,9685
"James","Williams",1970,12227,67,67
"James","Williams",1972,15695,4293,4293
"James","Williams",1973,13917,5232,5232
"James","Williams",1976,10551,1785,1785
"James","Williams",1976,11070,5319,5319
"James","Williams",1977,10111,5894,5894
"James","Williams",1977,18126,7110,7110
"James","Williams",1978,18689,2257,2257
"James","Williams",1980,12868,4263,4263
"James","Williams",1980,14184,3305,3305
"James","Williams",1980,14338,3184,3184
"James","Williams",1980,19342,3336,3336
"James","Williams",1981,19607,4043,4043
"James","Williams",1982,11052,9730,9730
"James","Williams",1982,13914,2674,2674
"James","Williams",1982,16354,6937,6937
"James","Williams",1983,12315,9369,9369
"James","Williams",1983,12417,2221,2221
"James","Williams",1984,15539,7234,7234
"James","Williams",1984,19209,1046,1046
"James","Williams",1985,11896,6456,6456
"James","Williams",1986,13870,3686,3686
"James","Williams",1988,16831,6617,6617
"James","Williams",1989,10166,29,29
"James","Williams",1989,15911,6089,6089
"James","Williams",1989,19408,7480,7480
"James","Williams",1990,11215,8841,8841
"James","Williams",1990,14468,1224,1224
"James","Williams",1991,10529,9894,9894
"James","Williams",1992,15918,6504,6504
"James","Williams",1993,15526,7633,7633
"James","Williams",1995,12196,5625,5625
"James","Williams",1997,10375,9185,9185
"James","Williams",1999,11831,2524,2524
"James","Williams",1999,13630,2021,2021
"James","Williams",1999,18999,1702,1702
"James","Williams",1999,19867,5487,5487
"Jane","Brown",1970,17589,6181,6181
"Jane","Brown",1971,10524,6120,6120
"Jane","Brown",1971,13342,9589,9589
"Jane","Brown",1971,15012,8393,8393
"Jane","Brown",1971,15949,437,437
"Jane","Brown",1972,17381,8746,8746
"Jane","Brown",1973,15657,2518,2518
"Jane","Brown",1977,14378,7158,7158
"Jane","Brown",1977,15724,1288,1288
"Jane","Brown",1977,16380,3065,3065
"Jane","Brown",1977,17334,2990,2990
"Jane","Brown",1979,11339,7592,7592
"Jane","Brown",1979,15128,3503,3503
"Jane","Brown",1981,12717,3166,3166
"Jane","Brown",1981,14165,5078,5078
"Jane","Brown",1981,19395,2680,2680
"Jane","Brown",1983,17726,4918,4918
"Jane","Brown",1984,12089,3917,3917
"Jane","Brown",1984,14656,4763,4763
"Jane","Brown",1985,10116,1199,1199
"Jane","Brown",1985,11576,6673,6673
"Jane","Brown",1985,17761,7307,7307
"Jane","Brown",1986,13559,8356,8356
"Jane","Brown",1986,18989,7534,7534
"Jane","Brown",1988,19115,3904,3904
"Jane","Brown",1989,17017,453,453
"Jane","Brown",1990,14539,6770,6770
"Jane","Brown",1991,13836,5644,5644
"Jane","Brown",1991,16210,4718,4718
"Jane","Brown",1992,19548,3903,3903
"Jane","Brown",1992,19728,8490,8490
"Jane","Brown",1993,14372,7253,7253
"Jane","Brown",1993,15295,8595,8595
"Jane","Brown",1993,18062,8496,8496
"Jane","Brown",1993,19085,8701,8701
"Jane","Brown",1995,13044,41,41
"Jane","Brown",1996,10503,1255,1255
"Jane","Brown",1996,12841,1675,1675
"Jane","Brown",1999,16554,3396,3396
"Jane","Brown",2000,12653,8941,8941
"Jane","Brown",2000,16490,7658,7658
"Jane","Brown",2000,18872,3891,3891
"Jane","Davis",1970,11312,2820,2820
"Jane","Davis",1971,11750,8192,8192
"Jane","Davis",1971,11866,9874,9874
"Jane","Davis",1973,11338,4622,4622
"Jane","Davis",1973,16961,4957,4957
"Jane","Davis",1975,11197,6220,6220
"Jane","Davis",1975,13317,9537,9537
"Jane","Davis",1976,16910,1904,1904
"Jane","Davis",1976,19669,5182,5182
"Jane","Davis",1980,10858,828,828
"Jane","Davis",1980,18036,243,243
"Jane","Davis",1981,15220,6491,6491
"Jane","Davis",1981,16110,5288,5288
"Jane","Davis",1982,13488,8398,8398
"Jane","Davis",1982,13898,6635,6635
"Jane","Davis",1982,16905,7061,7061
"Jane","Davis",1983,11956,8972,8972
"Jane","Davis",1983,16290,1513,1513
"Jane","Davis",1984,14025,1746,1746
"Jane","Davis",1984,18779,4499,4499
"Jane","Davis",1985,18275,2508,2508
"Jane","Davis",1986,17065,4331,4331
"Jane","Davis",1988,16956,5054,5054
"Jane","Davis",1988,18893,7550,7550
"Jane","Davis",1989,10129,2694,2694
"Jane","Davis",1992,13163,6274,6274
"Jane","Davis",1993,12971,3023,3023
"Jane","Davis",1993,12997,3704,3704
"Jane","Davis",1994,12715,3216,3216
"Jane","Davis",1994,14403,5884,5884
"Jane","Davis",1994,17559,4469,4469
"Jane","Davis",1995,11519,5927,5927
"Jane","Davis",1995,13031,4389,4389
"Jane","Davis",1996,10357,5085,5085
"Jane","Davis",1996,12741,4891,4891
"Jane","Davis",1996,18149,9538,9538
"Jane","Davis",1997,10447,2673,2673
"Jane","Davis",1997,14513,7928,7928
"Jane","Davis",1997,18553,3977,3977
"Jane","Davis",1998,14158,849,849
"Jane","Davis",1999,16048,5843,5843
"Jane","Davis",1999,16969,2505,2505
"Jane","Garcia",1971,13177,6851,6851
"Jane","Garcia",1971,15515,9884,9884
"Jane","Garcia",1971,19483,2214,2214
"Jane","Garcia",1972,14804,3224,3224
"Jane","Garcia",1973,11242,1884,1884
"Jane","Garcia",1973,16872,2467,2467
"Jane","Garcia",1973,17564,2229,2229
"Jane","Garcia",1974,11067,4682,4682
"Jane","Garcia",1974,17930,8523,8523
"Jane","Garcia",1974,18234,3218,3218
"Jane","Garcia",1975,10062,3823,3823
"Jane","Garcia",1977,15355,7532,7532
"Jane","Garcia",1977,15728,1449,1449
"Jane","Garcia",1978,15832,2641,2641
"Jane","Garcia",1979,14849,6092,6092
"Jane","Garcia",1979,18059,3757,3757
"Jane","Garcia",1979,18210,8109,8109
"Jane","Garcia",1979,19851,3861,3861
"Jane","Garcia",1982,13358,5202,5202
"Jane","Garcia",1982,16057,6678,6678
"Jane","Garcia",1984,19423,281,281
"Jane","Garcia",1984,19442,4990,4990
"Jane","Garcia",1985,10761,5519,5519
"Jane","Garcia",1985,11368,8269,8269
"Jane","Garcia",1985,17198,8548,8548
"Jane","Garcia",1985,18078,9298,9298
"Jane","Garcia",1987,15665,8682,8682
"Jane","Garcia",1988,15516,8720,8720
"Jane","Garcia",1989,17309,4047,4047
"Jane","Garcia",1989,19775,484,484
"Jane","Garcia",1990,17413,673,673
"Jane","Garcia",1991,15612,6025,6025
"Jane","Garcia",1992,16295,9116,9116
"Jane","Garcia",1992,19099,6765,6765
"Jane","Garcia",1993,18514,3425,3425
"Jane","Garcia",1996,11968,8450,8450
"Jane","Garcia",1996,14391,4258,4258
"Jane","Garcia",1997,16227,339,339
"Jane","Garcia",1998,16197,4334,4334
"Jane","Garcia",1999,11924,426,426
"Jane","Garcia",1999,19138,846,846
"Jane","Garcia",2000,16348,3458,3458
"Jane","Garcia",2000,19872,1866,1866
"Jane","Johnson",1970,11342,3103,3103
"Jane","Johnson",1970,18408,9074,9074
"Jane","Johnson",1971,12844,971,971
"Jane","Johnson",1972,11837,9860,9860
"Jane","Johnson",1972,17275,4083,4083
"Jane","Johnson",1973,14749,5130,5130
"Jane","Johnson",1975,17285,9143,9143
"Jane","Johnson",1975,18699,6986,6986
"Jane","Johnson",1976,13669,3970,3970
"Jane","Johnson",1976,17697,5607,5607
"Jane","Johnson",1977,10200,6947,6947
"Jane","Johnson",1977,14753,2248,2248
"Jane","Johnson",1977,17783,7834,7834
"Jane","Johnson",1979,10303,4395,4395
"Jane","Johnson",1979,11426,1570,1570
"Jane","Johnson",1979,15673,7418,7418
"Jane","Johnson",1979,19351,7966,7966
"Jane","Johnson",1980,13316,7833,7833
"Jane","Johnson",1982,10709,1419,1419
"Jane","Johnson",1982,12132,9525,9525
"Jane","Johnson",1983,10869,4020,4020
"Jane","Johnson",1983,11919,8667,8667
"Jane","Johnson",1983,15952,2894,2894
"Jane","Johnson",1984,13018,8173,8173
"Jane","Johnson",1984,14503,7303,7303
"Jane","Johnson",1984,17250,2802,2802
"Jane","Johnson",1984,17878,9929,9929
"Jane","Johnson",1985,12252,7433,7433
"Jane","Johnson",1985,19883,9509,9509
"Jane","Johnson",1986,16024,4261,4261
"Jane","Johnson",1988,17213,3387,3387
"Jane","Johnson",1990,15549,8452,8452
"Jane","Johnson",1991,11171,1004,1004
"Jane","Johnson",1991,14789,9151,9151
"Jane","Johnson",1992,10383,315,315
"Jane","Johnson",1993,13373,6404,6404
"Jane","Johnson",1993,16035,7991,7991
"Jane","Johnson",1993,17961,4181,4181
"Jane","Johnson",1995,10348,3785,3785
"Jane","Johnson",1995,16703,2061,2061
"Jane","Johnson",1996,11123,6815,6815
"Jane","Johnson",1996,12481,6321,6321
"Jane","Johnson",1996,16308,1311,1311
"Jane","Johnson",1996,16647,2987,2987
"Jane","Johnson",1997,11757,3123,3123
"Jane","Johnson",1997,15270,8200,8200
"Jane","Johnson",1998,11378,3447,3447
"Jane","Johnson",1998,11647,8989,8989
"Jane","Johnson",1998,12760,8422,8422
"Jane","Johnson",1998,14041,8726,8726
"Jane","Johnson",1998,15173,5390,5390
"Jane","Johnson",1999,11497,6656,6656
"Jane","Johnson",1999,11637,5421,5421
"Jane","Johnson",1999,14267,9082,9082
"Jane","Johnson",2000,12496,1302,1302
"Jane","Johnson",2000,15308,385,385
"Jane","Johnson",2000,19508,9094,9094
"Jane","Jones",1971,13239,7361,7361
"Jane","Jones",1972,13478,5120,5120
"Jane","Jones",1972,16044,5175,5175
"Jane","Jones",1972,17605,8311,8311
"Jane","Jones",1975,14335,4570,4570
"Jane","Jones",1975,15610,4734,4734
"Jane","Jones",1975,17052,7470,7470
"Jane","Jones",1976,11143,2761,2761
"Jane","Jones",1976,18150,8322,8322
"Jane","Jones",1977,10400,2491,2491
"Jane","Jones",1978,11892,8279,8279
"Jane","Jones",1979,12315,7244,7244
"Jane","Jones",1980,11705,1400,1400
"Jane","Jones",1982,12913,977,977
"Jane","Jones",1982,17565,2648,2648
"Jane","Jones",1982,18117,3221,3221
"Jane","Jones",1983,10059,1582,1582
"Jane","Jones",1984,16237,9691,9691
"Jane","Jones",1985,12831,1821,1821
"Jane","Jones",1986,13143,1719,1719
"Jane","Jones",1986,14294,8522,8522
"Jane","Jones",1987,10286,4402,4402
"Jane","Jones",1987,15292,705,705
"Jane","Jones",1987,17386,4538,4538
"Jane","Jones",1987,19623,5405,5405
"Jane","Jones",1987,19777,7591,7591
"Jane","Jones",1988,15282,3711,3711
"Jane","Jones",1989,18537,8949,8949
"Jane","Jones",1990,13143,2306,2306
"Jane","Jones",1990,14440,9064,9064
"Jane","Jones",1991,12461,9099,9099
"Jane","Jones",1992,10299,3449,3449
