"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior"
4049,"James","Williams",1982,14452,2,2,0,2,0.953764941384782
4050,"William","Garcia",1983,10545,0,2,2,2,0.985296268614473
4052,"William","Garcia",1974,16132,2,2,2,2,0.999606254813491
4053,"Sarah","Rodriguez",1975,19405,2,2,0,2,0.953764941384782
4054,"Emily","Martinez",1973,17691,2,2,2,2,0.999606254813491
4055,"Michael","Smith",1981,19127,2,2,2,2,0.999606254813491
4056,"Emma","Johnson",1996,15499,0,2,2,2,0.985296268614473
4057,"Emma","Johnson",1973,11213,2,0,2,2,0.9851868388166
4058,"John","Rodriguez",1984,10815,2,2,0,2,0.953764941384782
4059,"John","Rodriguez",1983,18512,2,0,2,2,0.9851868388166
4060,"James","Rodriguez",1970,16646,2,0,2,2,0.9851868388166
4061,"John","Williams",1994,16138,2,0,2,2,0.9851868388166
4062,"Olivia","Brown",2000,18000,2,2,2,2,0.999606254813491
4063,"Emma","Miller",1977,13217,0,2,2,2,0.985296268614473
4064,"Sarah","Garcia",1980,11130,2,2,2,2,0.999606254813491
4065,"James","Miller",1973,11363,2,2,2,2,0.999606254813491
4066,"William","Brown",1982,18770,2,2,2,2,0.999606254813491
4067,"Emma","Davis",1993,19816,2,2,2,2,0.999606254813491
4068,"Jane","Brown",1975,18622,2,0,2,2,0.9851868388166
4069,"James","Jones",1994,18101,2,2,2,2,0.999606254813491
4070,"Sarah","Miller",1983,16099,0,2,2,2,0.985296268614473
4071,"Emma","Garcia",1970,14631,2,2,0,2,0.953764941384782
4072,"William","Williams",1986,17920,2,2,2,2,0.999606254813491
4073,"James","Miller",1987,13212,2,2,2,2,0.999606254813491
4074,"Emma","Smith",1993,10350,2,2,2,2,0.999606254813491
4075,"Emily","Martinez",1991,15917,2,0,2,2,0.9851868388166
4076,"Jane","Miller",1988,17107,2,2,0,2,0.953764941384782
4077,"David","Jones",1989,15409,2,0,2,2,0.9851868388166
4078,"James","Williams",1973,13101,0,2,2,2,0.985296268614473
4079,"William","Brown",1984,17074,0,2,2,2,0.985296268614473
4080,"Jane","Miller",1996,14936,2,0,2,2,0.9851868388166
4081,"James","Davis",1977,15070,2,0,2,2,0.9851868388166
4082,"John","Johnson",1976,13993,2,2,2,2,0.999606254813491
4083,"Jane","Johnson",1972,17275,2,2,2,2,0.999606254813491
4084,"Michael","Martinez",1978,15934,0,2,2,2,0.985296268614473
4085,"Olivia","Smith",1993,12894,2,2,2,2,0.999606254813491
4086,"William","Smith",1989,12214,2,2,2,2,0.999606254813491
4087,"Jane","Davis",1986,10445,2,0,2,2,0.9851868388166
4088,"Emily","Jones",1988,12663,2,2,2,2,0.999606254813491
4089,"Olivia","Rodriguez",2000,16030,2,0,2,2,0.9851868388166
4090,"James","Brown",1989,16003,0,2,2,2,0.985296268614473
4091,"Michael","Garcia",1975,16294,0,2,2,2,0.985296268614473
4092,"Emma","Williams",1975,19976,2,2,0,2,0.953764941384782
4093,"William","Jones",1979,19217,2,0,2,2,0.9851868388166
4094,"James","Brown",1991,13881,2,2,2,2,0.999606254813491
4095,"Sarah","Garcia",1970,19723,2,0,2,2,0.9851868388166
4096,"Jane","Smith",1998,18369,0,2,2,2,0.985296268614473
4097,"William","Davis",1983,14846,2,2,2,2,0.999606254813491
4098,"Sarah","Williams",1973,14969,2,2,0,2,0.953764941384782
4100,"Jane","Jones",1975,16535,2,2,0,2,0.953764941384782
4103,"David","Johnson",1984,19443,2,2,0,2,0.953764941384782
4104,"William","Brown",1977,19527,2,2,2,2,0.999606254813491
4105,"James","Williams",1980,13153,2,2,0,2,0.953764941384782
4106,"Emily","Miller",1977,16415,2,2,2,2,0.999606254813491
4107,"Olivia","Garcia",1975,10770,2,2,2,2,0.999606254813491
4109,"Emma","Brown",1997,13233,2,0,2,2,0.9851868388166
4110,"Sarah","Johnson",1993,11460,2,2,2,2,0.999606254813491
4111,"James","Johnson",1984,17475,2,2,2,2,0.999606254813491
4112,"John","Davis",1990,17170,2,0,2,2,0.9851868388166
4114,"Michael","Smith",1980,12280,2,2,2,2,0.999606254813491
4115,"Olivia","Martinez",1998,11813,0,2,2,2,0.985296268614473
4116,"David","Jones",1994,10318,2,0,2,2,0.9851868388166
4117,"Olivia","Miller",1977,18715,2,2,2,2,0.999606254813491
4118,"John","Brown",1978,15759,0,2,2,2,0.985296268614473
4119,"John","Brown",1977,10516,2,0,2,2,0.9851868388166
4120,"David","Martinez",1980,16325,2,2,2,2,0.999606254813491
4121,"Olivia","Jones",1980,14547,2,2,2,2,0.999606254813491
4122,"Olivia","Brown",1987,16001,2,2,2,2,0.999606254813491
4123,"William","Martinez",1983,14193,2,2,2,2,0.999606254813491
4124,"James","Johnson",1996,17017,2,2,2,2,0.999606254813491
4125,"Emily","Davis",1994,12656,2,0,2,2,0.9851868388166
4126,"Michael","Rodriguez",1984,15553,2,2,2,2,0.999606254813491
4127,"Emily","Brown",1985,10844,2,2,0,2,0.953764941384782
4128,"John","Miller",1985,12949,2,2,2,2,0.999606254813491
4129,"William","Jones",1998,19682,2,0,2,2,0.9851868388166
4130,"Emma","Rodriguez",1989,17513,2,2,2,2,0.999606254813491
4132,"William","Martinez",1983,11053,2,0,2,2,0.9851868388166
4133,"Michael","Garcia",1971,13980,2,0,2,2,0.9851868388166
4134,"William","Martinez",1982,17834,2,2,2,2,0.999606254813491
4135,"David","Miller",1985,12747,2,2,2,2,0.999606254813491
4136,"David","Davis",1972,14191,2,2,2,2,0.999606254813491
4137,"Emily","Miller",1979,18007,2,2,2,2,0.999606254813491
4138,"Emily","Davis",1984,16336,2,2,2,2,0.999606254813491
4139,"Sarah","Williams",1990,17679,2,2,2,2,0.999606254813491
4140,"Olivia","Miller",1973,10805,2,2,0,2,0.953764941384782
4141,"Jane","Jones",1984,17158,0,2,2,2,0.985296268614473
4142,"Emma","Jones",1993,13114,2,2,2,2,0.999606254813491
4143,"Olivia","Johnson",1989,16950,2,2,2,2,0.999606254813491
4144,"Sarah","Rodriguez",1980,19534,2,2,2,2,0.999606254813491
4145,"David","Jones",2000,12916,2,0,2,2,0.9851868388166
4146,"Sarah","Smith",1998,18582,2,2,0,2,0.953764941384782
4147,"David","Johnson",1985,17154,2,2,2,2,0.999606254813491
4148,"Emma","Jones",1993,12314,2,2,2,2,0.999606254813491
4149,"John","Miller",1990,11052,0,2,2,2,0.985296268614473
4150,"Olivia","Rodriguez",1994,14337,2,2,2,2,0.999606254813491
4151,"Emma","Jones",1980,15036,2,2,2,2,0.999606254813491
4152,"Emma","Johnson",1985,16375,2,2,2,2,0.999606254813491
4153,"William","Johnson",1994,19207,2,2,2,2,0.999606254813491
4154,"John","Martinez",1994,16306,2,0,2,2,0.9851868388166
4155,"William","Jones",1970,17641,2,2,2,2,0.999606254813491
4156,"Olivia","Martinez",1984,19644,2,2,2,2,0.999606254813491
4158,"William","Garcia",1994,18157,0,2,2,2,0.985296268614473
4159,"Michael","Smith",1970,14048,0,2,2,2,0.985296268614473
4160,"Emily","Smith",1999,16324,2,0,2,2,0.9851868388166
4161,"Michael","Brown",1992,14973,2,2,0,2,0.953764941384782
4162,"John","Brown",1973,16255,2,2,2,2,0.999606254813491
4163,"Sarah","Miller",1989,18028,2,2,0,2,0.953764941384782
4164,"John","Johnson",1992,16143,2,0,2,2,0.9851868388166
4165,"Emma","Johnson",1988,13985,2,2,0,2,0.953764941384782
4166,"Michael","Martinez",1988,14451,0,2,2,2,0.985296268614473
4167,"Michael","Smith",1971,19640,2,2,2,2,0.999606254813491
4168,"John","Rodriguez",1998,17525,2,2,2,2,0.999606254813491
4169,"John","Brown",1986,17308,2,2,2,2,0.999606254813491
4171,"James","Williams",1980,14758,2,0,2,2,0.9851868388166
4172,"James","Martinez",1992,10093,2,2,2,2,0.999606254813491
4174,"James","Martinez",1992,17214,2,2,2,2,0.999606254813491
4175,"James","Smith",1985,11659,2,2,2,2,0.999606254813491
4176,"Emma","Martinez",1983,18611,2,0,2,2,0.9851868388166
4177,"Emma","Johnson",1990,19558,2,2,2,2,0.999606254813491
4178,"Michael","Martinez",1986,13811,0,2,2,2,0.985296268614473
4179,"Jane","Davis",1988,14446,2,0,2,2,0.9851868388166
4180,"Jane","Rodriguez",1999,19246,2,2,0,2,0.953764941384782
4181,"Jane","Johnson",1993,17961,2,2,2,2,0.999606254813491
4182,"Sarah","Smith",1977,12796,2,2,2,2,0.999606254813491
4183,"James","Miller",1973,12620,2,2,2,2,0.999606254813491
4184,"John","Martinez",1987,14724,2,2,2,2,0.999606254813491
4186,"Olivia","Davis",1999,12716,2,2,2,2,0.999606254813491
4187,"Jane","Garcia",1975,14155,2,0,2,2,0.9851868388166
4189,"John","Jones",1979,10125,2,2,2,2,0.999606254813491
4190,"William","Martinez",1986,18785,2,2,2,2,0.999606254813491
4191,"David","Brown",1974,19825,2,2,0,2,0.953764941384782
4192,"Olivia","Jones",1997,10540,2,0,2,2,0.9851868388166
4193,"David","Johnson",1975,14056,2,0,2,2,0.9851868388166
4194,"William","Davis",1987,16611,0,2,2,2,0.985296268614473
4195,"James","Martinez",1978,19550,2,2,2,2,0.999606254813491
4196,"David","Garcia",1984,16404,0,2,2,2,0.985296268614473
4198,"James","Rodriguez",1990,10113,2,2,2,2,0.999606254813491
4199,"Emma","Brown",1993,15030,0,2,2,2,0.985296268614473
4200,"Olivia","Miller",1998,14205,2,2,2,2,0.999606254813491
4201,"Olivia","Williams",1995,14306,2,2,0,2,0.953764941384782
4203,"Olivia","Martinez",1991,11766,2,2,0,2,0.953764941384782
4204,"Emily","Martinez",1976,19477,2,2,2,2,0.999606254813491
4205,"William","Brown",1970,13981,2,2,2,2,0.999606254813491
4206,"Sarah","Brown",1998,12291,2,2,2,2,0.999606254813491
4207,"Emily","Jones",1994,12266,2,2,0,2,0.953764941384782
4208,"Emily","Jones",1983,16255,2,2,2,2,0.999606254813491
4209,"John","Martinez",1993,15424,2,2,2,2,0.999606254813491
4210,"Sarah","Williams",1989,18783,2,2,2,2,0.999606254813491
4212,"John","Williams",1999,12876,2,2,2,2,0.999606254813491
4214,"Emma","Jones",1991,15485,2,2,2,2,0.999606254813491
4215,"David","Williams",1975,18618,0,2,2,2,0.985296268614473
4216,"John","Garcia",1970,19824,2,2,2,2,0.999606254813491
4217,"Emily","Miller",1991,16637,2,2,2,2,0.999606254813491
4218,"William","Jones",1980,13547,2,2,2,2,0.999606254813491
4219,"Emily","Davis",1982,12634,2,2,2,2,0.999606254813491
4220,"Emma","Johnson",1972,16912,2,2,2,2,0.999606254813491
4221,"Olivia","Miller",1997,11971,0,2,2,2,0.985296268614473
4222,"Olivia","Brown",1989,15857,2,0,2,2,0.9851868388166
4223,"Emma","Jones",2000,14217,2,2,2,2,0.999606254813491
4224,"Emily","Miller",1995,11525,0,2,2,2,0.985296268614473
4225,"Michael","Johnson",1971,17380,2,2,2,2,0.999606254813491
4226,"Jane","Garcia",1999,12694,2,2,0,2,0.953764941384782
4227,"William","Brown",1985,16597,2,0,2,2,0.9851868388166
4228,"James","Martinez",1987,18024,2,2,2,2,0.999606254813491
4229,"John","Smith",1989,15275,2,2,2,2,0.999606254813491
4230,"John","Smith",1996,10762,2,2,2,2,0.999606254813491
4231,"Michael","Rodriguez",1985,18678,0,2,2,2,0.985296268614473
4232,"James","Smith",2000,14193,2,0,2,2,0.9851868388166
4233,"James","Martinez",1996,12677,2,2,2,2,0.999606254813491
4234,"Emma","Miller",1973,11828,2,2,0,2,0.953764941384782
4235,"William","Smith",1992,15931,2,2,0,2,0.953764941384782
4236,"Emily","Davis",1972,16188,2,2,2,2,0.999606254813491
4237,"David","Brown",1977,10352,2,2,2,2,0.999606254813491
4239,"Olivia","Miller",1987,15061,2,2,2,2,0.999606254813491
4240,"Michael","Martinez",1996,18997,2,2,2,2,0.999606254813491
4241,"Sarah","Martinez",1978,17843,2,2,2,2,0.999606254813491
4242,"Emily","Davis",1992,14500,0,2,2,2,0.985296268614473
4243,"Olivia","Rodriguez",1990,13029,2,2,2,2,0.999606254813491
4244,"James","Jones",1981,18746,2,2,0,2,0.953764941384782
4246,"Michael","Smith",1977,14817,2,2,0,2,0.953764941384782
4247,"Michael","Brown",1988,11102,2,2,2,2,0.999606254813491
4248,"James","Johnson",1997,17671,2,0,2,2,0.9851868388166
4249,"Emily","Rodriguez",1970,17974,2,2,2,2,0.999606254813491
4250,"David","Martinez",1989,17469,2,0,2,2,0.9851868388166
4251,"James","Brown",1979,15988,2,0,2,2,0.9851868388166
4252,"Emma","Smith",1998,12918,2,2,2,2,0.999606254813491
4254,"James","Davis",1989,13818,2,0,2,2,0.9851868388166
4256,"William","Johnson",1995,12945,0,2,2,2,0.985296268614473
4257,"David","Smith",1993,17766,2,2,0,2,0.953764941384782
4258,"Jane","Garcia",1996,14391,2,2,2,2,0.999606254813491
4259,"Olivia","Miller",1981,16555,2,2,0,2,0.953764941384782
4260,"Michael","Jones",1983,14914,2,2,2,2,0.999606254813491
4261,"Jane","Johnson",1986,16024,2,2,2,2,0.999606254813491
4262,"Olivia","Miller",1981,19501,2,2,2,2,0.999606254813491
4263,"James","Williams",1980,12868,2,2,2,2,0.999606254813491
4264,"William","Williams",1979,10100,2,0,2,2,0.9851868388166
4265,"William","Miller",2000,17510,2,2,2,2,0.999606254813491
4266,"Emma","Rodriguez",1989,15609,2,0,2,2,0.9851868388166
4267,"Olivia","Williams",1987,11547,2,2,2,2,0.999606254813491
4268,"Olivia","Johnson",1972,15999,2,0,2,2,0.9851868388166
4269,"Emily","Garcia",1974,17143,2,2,2,2,0.999606254813491
4270,"David","Garcia",1976,11685,0,2,2,2,0.985296268614473
4271,"William","Miller",1982,17213,2,2,2,2,0.999606254813491
4272,"John","Jones",1982,16894,2,2,0,2,0.953764941384782
4273,"David","Smith",1992,10044,0,2,2,2,0.985296268614473
4274,"Olivia","Miller",1996,15052,2,2,2,2,0.999606254813491
4275,"David","Garcia",1982,10097,2,2,2,2,0.999606254813491
4276,"James","Martinez",1993,14335,2,2,2,2,0.999606254813491
4277,"John","Miller",1977,11107,2,2,2,2,0.999606254813491
4278,"David","Brown",1989,18735,2,0,2,2,0.9851868388166
4279,"Michael","Williams",1991,15236,2,0,2,2,0.9851868388166
4280,"Michael","Miller",1982,19718,2,0,2,2,0.9851868388166
4281,"John","Rodriguez",1999,15764,0,2,2,2,0.985296268614473
4282,"Emma","Rodriguez",1973,19738,2,0,2,2,0.9851868388166
4283,"David","Brown",1988,12948,2,2,2,2,0.999606254813491
4284,"John","Johnson",1985,14424,0,2,2,2,0.985296268614473
4285,"William","Smith",1973,19344,2,2,2,2,0.999606254813491
4286,"Michael","Davis",1985,11850,2,2,2,2,0.999606254813491
4287,"James","Rodriguez",1977,13715,2,2,2,2,0.999606254813491
4291,"Michael","Williams",1986,16070,2,2,2,2,0.999606254813491
4292,"David","Brown",1989,12779,2,2,2,2,0.999606254813491
4293,"James","Williams",1972,15695,2,2,2,2,0.999606254813491
4294,"David","Jones",1979,13515,2,2,0,2,0.953764941384782
4295,"John","Brown",1990,12184,0,2,2,2,0.985296268614473
4297,"Sarah","Williams",1996,16850,2,2,2,2,0.999606254813491
4298,"James","Miller",1974,17480,0,2,2,2,0.985296268614473
4299,"Emma","Johnson",1978,19486,2,2,2,2,0.999606254813491
4300,"Olivia","Jones",1982,13171,2,0,2,2,0.9851868388166
4301,"John","Rodriguez",1971,17909,2,2,2,2,0.999606254813491
4302,"William","Martinez",1999,17025,2,0,2,2,0.9851868388166
4305,"Michael","Williams",1988,15513,2,2,0,2,0.953764941384782
4307,"William","Miller",1990,14213,2,2,2,2,0.999606254813491
4308,"Sarah","Brown",1986,13922,2,0,2,2,0.9851868388166
4310,"David","Davis",1983,13385,2,2,2,2,0.999606254813491
4312,"Emma","Smith",1987,13805,2,2,2,2,0.999606254813491
4313,"Jane","Johnson",1973,13344,2,0,2,2,0.9851868388166
4314,"James","Johnson",1979,11625,2,2,2,2,0.999606254813491
4316,"Jane","Williams",1981,14883,2,2,2,2,0.999606254813491
4317,"William","Williams",1990,17205,0,2,2,2,0.985296268614473
4318,"Olivia","Davis",1987,12389,0,2,2,2,0.985296268614473
4319,"Sarah","Garcia",1994,11094,0,2,2,2,0.985296268614473
4320,"Emma","Jones",1994,19708,2,2,2,2,0.999606254813491
4321,"Sarah","Jones",1971,15100,2,0,2,2,0.9851868388166
4322,"James","Johnson",1977,19351,2,2,2,2,0.999606254813491
4323,"James","Rodriguez",1995,12696,2,0,2,2,0.9851868388166
4324,"James","Jones",1979,17304,0,2,2,2,0.985296268614473
4325,"David","Davis",1994,14920,2,2,2,2,0.999606254813491
4326,"Sarah","Williams",1977,18253,2,2,0,2,0.953764941384782
4327,"William","Garcia",1995,12224,0,2,2,2,0.985296268614473
4328,"Emma","Davis",1978,13707,2,2,2,2,0.999606254813491
4329,"James","Miller",1986,15247,2,2,0,2,0.953764941384782
4330,"David","Davis",1990,17086,2,2,2,2,0.999606254813491
4331,"Jane","Davis",1986,17065,2,2,2,2,0.999606254813491
4332,"Emma","Miller",1994,19793,2,2,2,2,0.999606254813491
4333,"James","Martinez",1987,12554,2,2,2,2,0.999606254813491
4334,"Jane","Garcia",1998,16197,2,2,2,2,0.999606254813491
4335,"Emma","Rodriguez",1970,18398,2,2,2,2,0.999606254813491
4336,"Emma","Martinez",1989,12598,2,2,2,2,0.999606254813491
4337,"Olivia","Williams",1991,10539,2,0,2,2,0.9851868388166
4338,"David","Davis",1994,16991,2,2,2,2,0.999606254813491
4339,"Olivia","Johnson",1971,13810,2,2,2,2,0.999606254813491
4340,"John","Smith",1995,11975,2,0,2,2,0.9851868388166
4341,"William","Miller",1984,15158,2,2,2,2,0.999606254813491
4343,"William","Davis",1972,19626,2,2,2,2,0.999606254813491
4344,"David","Martinez",1983,15937,2,2,2,2,0.999606254813491
4345,"Sarah","Smith",1992,13248,0,2,2,2,0.985296268614473
4346,"William","Williams",1982,11790,2,2,2,2,0.999606254813491
4347,"John","Williams",1999,10024,2,2,2,2,0.999606254813491
4348,"Michael","Garcia",1988,15818,0,2,2,2,0.985296268614473
4349,"Emily","Martinez",1976,17647,2,2,2,2,0.999606254813491
4350,"Jane","Martinez",1980,15514,2,0,2,2,0.9851868388166
4351,"John","Johnson",1987,11431,2,2,0,2,0.953764941384782
4352,"Emma","Jones",1999,13207,2,2,2,2,0.999606254813491
4353,"Emily","Jones",1990,14091,2,2,2,2,0.999606254813491
4354,"William","Smith",1972,18604,2,0,2,2,0.9851868388166
4355,"David","Martinez",1976,16974,0,2,2,2,0.985296268614473
4356,"David","Davis",1986,16918,2,2,2,2,0.999606254813491
4357,"Olivia","Garcia",1980,17970,2,2,2,2,0.999606254813491
4358,"Emma","Garcia",1981,10042,2,2,2,2,0.999606254813491
4359,"Sarah","Johnson",1984,10054,0,2,2,2,0.985296268614473
4360,"James","Martinez",1970,12976,2,2,2,2,0.999606254813491
4361,"David","Smith",1980,18954,2,2,2,2,0.999606254813491
4362,"James","Johnson",1976,11268,2,2,2,2,0.999606254813491
4363,"Emily","Johnson",1985,16973,2,2,2,2,0.999606254813491
4365,"William","Rodriguez",1994,10987,2,2,2,2,0.999606254813491
4368,"John","Jones",1975,16691,2,0,2,2,0.9851868388166
4369,"William","Martinez",1985,19420,2,2,2,2,0.999606254813491
4370,"Emily","Brown",1993,17719,2,2,2,2,0.999606254813491
4372,"David","Davis",1982,19268,2,2,2,2,0.999606254813491
4374,"David","Brown",1976,11221,2,2,2,2,0.999606254813491
4375,"John","Garcia",1979,16560,2,2,0,2,0.953764941384782
4376,"Michael","Garcia",1977,12261,0,2,2,2,0.985296268614473
4377,"Emma","Garcia",1991,16871,2,0,2,2,0.9851868388166
4378,"William","Miller",1973,10625,2,2,2,2,0.999606254813491
4379,"Emily","Garcia",1987,18682,2,2,0,2,0.953764941384782
4380,"Sarah","Brown",1989,19148,2,2,2,2,0.999606254813491
4381,"Emily","Williams",1997,13079,2,2,0,2,0.953764941384782
4382,"William","Rodriguez",1973,13872,2,2,2,2,0.999606254813491
4383,"John","Davis",1993,18056,0,2,2,2,0.985296268614473
4384,"John","Jones",1994,18369,2,2,0,2,0.953764941384782
4386,"Jane","Smith",1991,17834,2,2,2,2,0.999606254813491
4387,"Emily","Jones",2000,12244,2,2,0,2,0.953764941384782
4388,"Emily","Jones",1991,14243,0,2,2,2,0.985296268614473
4389,"Jane","Davis",1995,13031,2,2,2,2,0.999606254813491
4390,"Michael","Davis",1970,14618,2,2,2,2,0.999606254813491
4391,"John","Williams",1970,13245,2,2,2,2,0.999606254813491
4392,"John","Miller",1972,16321,2,2,2,2,0.999606254813491
4393,"John","Jones",1981,18501,2,2,2,2,0.999606254813491
4395,"Jane","Johnson",1979,10303,2,2,2,2,0.999606254813491
4396,"William","Miller",1976,13303,2,2,0,2,0.953764941384782
4397,"Michael","Miller",1992,16678,2,2,2,2,0.999606254813491
4398,"David","Rodriguez",1997,12570,2,2,2,2,0.999606254813491
4399,"Emma","Davis",1993,18002,2,2,0,2,0.953764941384782
4401,"Emily","Martinez",1970,18360,0,2,2,2,0.985296268614473
4402,"Jane","Jones",1987,10286,2,2,2,2,0.999606254813491
4403,"John","Garcia",1990,18370,2,2,2,2,0.999606254813491
4404,"Sarah","Johnson",1972,15804,2,2,2,2,0.999606254813491
4405,"William","Brown",1995,13632,2,2,2,2,0.999606254813491
4406,"William","Johnson",1991,19391,2,2,2,2,0.999606254813491
4407,"Emma","Martinez",1974,10116,2,0,2,2,0.9851868388166
4408,"Jane","Rodriguez",1972,16398,2,2,2,2,0.999606254813491
4409,"Emily","Johnson",1982,18021,2,0,2,2,0.9851868388166
4410,"Emily","Smith",1990,13356,2,2,2,2,0.999606254813491
4411,"Emily","Brown",1984,12167,2,2,2,2,0.999606254813491
4412,"Sarah","Smith",1976,18310,2,2,0,2,0.953764941384782
4413,"Sarah","Brown",1996,18719,2,2,2,2,0.999606254813491
4416,"Michael","Miller",1986,10633,0,2,2,2,0.985296268614473
4417,"Sarah","Jones",1983,13195,2,2,2,2,0.999606254813491
4418,"Olivia","Williams",1981,13880,2,2,2,2,0.999606254813491
4419,"David","Davis",1996,13321,2,2,2,2,0.999606254813491
4420,"Jane","Miller",1994,10210,2,2,2,2,0.999606254813491
4421,"David","Johnson",1989,11590,2,2,2,2,0.999606254813491
4422,"Emma","Johnson",1988,10158,0,2,2,2,0.985296268614473
4423,"Sarah","Williams",1987,15254,2,2,2,2,0.999606254813491
4424,"Sarah","Martinez",1973,18092,0,2,2,2,0.985296268614473
4425,"Jane","Williams",1983,18942,2,2,2,2,0.999606254813491
4426,"David","Miller",1978,15856,0,2,2,2,0.985296268614473
4427,"Emma","Miller",1970,18894,2,2,0,2,0.953764941384782
4428,"Olivia","Miller",1986,19047,2,2,0,2,0.953764941384782
4429,"James","Rodriguez",2000,12359,2,2,2,2,0.999606254813491
4430,"David","Davis",1994,11691,0,2,2,2,0.985296268614473
4431,"John","Rodriguez",1979,13746,2,2,0,2,0.953764941384782
4432,"James","Jones",1975,15075,2,2,2,2,0.999606254813491
4433,"Jane","Rodriguez",1982,13811,0,2,2,2,0.985296268614473
4434,"Jane","Williams",1976,18834,2,2,2,2,0.999606254813491
4435,"Emily","Brown",1972,15998,2,2,0,2,0.953764941384782
4436,"Emma","Johnson",1978,14683,0,2,2,2,0.985296268614473
4437,"Emma","Rodriguez",1997,12825,2,2,2,2,0.999606254813491
4438,"Michael","Miller",1997,18450,2,2,2,2,0.999606254813491
4439,"Emily","Miller",1979,12754,2,0,2,2,0.9851868388166
4440,"John","Jones",1992,10200,2,2,0,2,0.953764941384782
4441,"Jane","Davis",1980,17876,0,2,2,2,0.985296268614473
4442,"Olivia","Williams",1976,10681,2,2,2,2,0.999606254813491
4443,"Jane","Brown",1971,17355,0,2,2,2,0.985296268614473
4444,"Emma","Brown",1994,12438,2,0,2,2,0.9851868388166
4446,"David","Miller",1982,16153,2,2,2,2,0.999606254813491
4447,"John","Davis",1974,19861,2,2,2,2,0.999606254813491
4448,"Sarah","Brown",1970,13862,2,2,2,2,0.999606254813491
4449,"John","Rodriguez",1975,10352,2,0,2,2,0.9851868388166
4450,"Michael","Garcia",1990,17575,0,2,2,2,0.985296268614473
4451,"Michael","Davis",1997,12158,2,2,0,2,0.953764941384782
4452,"James","Rodriguez",1971,16331,2,2,2,2,0.999606254813491
4453,"David","Jones",1978,13045,2,2,2,2,0.999606254813491
4454,"James","Davis",1971,11880,2,0,2,2,0.9851868388166
4455,"Jane","Garcia",1985,13490,2,2,0,2,0.953764941384782
4456,"Emma","Martinez",1972,17812,2,2,0,2,0.953764941384782
4457,"Jane","Rodriguez",1972,18021,2,2,2,2,0.999606254813491
4458,"Jane","Johnson",1999,10592,2,0,2,2,0.9851868388166
4459,"Emma","Johnson",1991,10775,2,2,0,2,0.953764941384782
4460,"John","Williams",1975,15911,0,2,2,2,0.985296268614473
4461,"William","Rodriguez",1978,17979,2,0,2,2,0.9851868388166
4462,"John","Miller",1998,19769,2,2,2,2,0.999606254813491
4463,"David","Garcia",1970,17253,2,2,2,2,0.999606254813491
4464,"Jane","Martinez",1997,13827,2,0,2,2,0.9851868388166
4465,"John","Williams",1977,13997,2,2,0,2,0.953764941384782
4466,"Emily","Brown",1971,11658,2,0,2,2,0.9851868388166
4468,"Emily","Martinez",1970,17139,2,2,2,2,0.999606254813491
4469,"Jane","Davis",1994,17559,2,2,2,2,0.999606254813491
4472,"Sarah","Miller",1990,16756,2,2,2,2,0.999606254813491
4473,"David","Garcia",1980,18652,2,2,2,2,0.999606254813491
4474,"Emma","Jones",1983,19078,2,2,2,2,0.999606254813491
4477,"Emily","Smith",1972,10171,2,2,2,2,0.999606254813491
4478,"Olivia","Smith",1978,13271,0,2,2,2,0.985296268614473
4479,"Emma","Smith",1980,17369,2,0,2,2,0.9851868388166
4480,"David","Smith",1992,12534,2,2,2,2,0.999606254813491
4481,"James","Williams",2000,14076,2,2,0,2,0.953764941384782
4484,"William","Johnson",1992,19761,2,2,2,2,0.999606254813491
4486,"Michael","Miller",1975,18731,0,2,2,2,0.985296268614473
4487,"William","Jones",1988,18121,2,2,0,2,0.953764941384782
4488,"William","Miller",1996,12135,2,2,2,2,0.999606254813491
4489,"Michael","Brown",1999,11604,2,0,2,2,0.9851868388166
4490,"James","Brown",1977,14003,0,2,2,2,0.985296268614473
4491,"Emma","Rodriguez",1977,13391,0,2,2,2,0.985296268614473
4492,"Olivia","Smith",1971,14167,2,2,0,2,0.953764941384782
4494,"Michael","Rodriguez",1978,12987,2,2,0,2,0.953764941384782
4495,"Michael","Martinez",1994,10304,0,2,2,2,0.985296268614473
4496,"James","Smith",1999,16125,0,2,2,2,0.985296268614473
4497,"Jane","Williams",1973,19222,2,0,2,2,0.9851868388166
4498,"Emily","Jones",1974,16826,2,2,2,2,0.999606254813491
4499,"Jane","Davis",1984,18779,2,2,2,2,0.999606254813491
4501,"Jane","Martinez",1986,13311,2,2,2,2,0.999606254813491
4502,"Emma","Davis",1977,16339,2,2,2,2,0.999606254813491
4504,"William","Brown",1972,15570,0,2,2,2,0.985296268614473
4505,"Sarah","Brown",1975,13816,2,2,2,2,0.999606254813491
4506,"Jane","Williams",1978,11475,2,0,2,2,0.9851868388166
4507,"Sarah","Johnson",1973,13371,2,2,2,2,0.999606254813491
4509,"Sarah","Smith",1991,11083,2,2,2,2,0.999606254813491
4510,"Emily","Miller",1970,11865,2,0,2,2,0.9851868388166
4511,"Sarah","Jones",1992,13590,2,2,2,2,0.999606254813491
4514,"Olivia","Davis",1986,10728,2,2,2,2,0.999606254813491
4516,"James","Rodriguez",1999,16653,0,2,2,2,0.985296268614473
4517,"David","Rodriguez",1991,19691,0,2,2,2,0.985296268614473
